,Unnamed: 0,id,name,neighborhood_overview,host_id,host_name,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price_$,minimum_nights,maximum_nights,maximum_maximum_nights,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_shared_rooms,reviews_per_month,xgb_predict_avg,rf_predict_avg,spacy_predict_avg
403,403,45311573,Houseboat in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,,14847029,Amber En Robert,within an hour,100%,96%,t,2.0,2,,Blijdorp,51.93544,4.45728,Houseboat,Entire home/apt,2,,1 bath,,1.0,[],189.0,2,1125,1125,63,16,0,2020-10-19,2023-11-11,5.0,4.97,4.98,5.0,5.0,4.87,4.92,f,2,2,0,1.63,5.0,4.931034482758621,4.758620689655173
404,404,45342274,Hotel in Rotterdam · ★4.11 · 1 bedroom · 1 bed · 1 bath,"Within walking distance to Rotterdam Centraal Station and just a short drive from Rotterdam The Hague Airport (RTM) you are located in the vibrant area of Rotterdam North.<br /><br />Set along the banks of the Nieuwe Maas River, Rotterdam is Europe’s biggest port and offers diverse dining, shopping, and entertainment options. Explore the charming streets of this once-medieval city and be sure to visit modern landmarks like the soaring Euromast observation tower, Erasmus Bridge, and The Markthal.",365217950,Bianca,within an hour,93%,99%,f,11.0,13,"Rotterdam, Zuid-Holland, Netherlands",Agniesebuurt,51.92925,4.47334,Room in hotel,Private room,2,,1 bath,,1.0,[],88.0,1,365,1000,28,8,0,2021-03-25,2023-11-05,4.11,4.11,4.5,4.39,4.11,4.43,4.04,t,11,0,1,0.84,4.666666666666667,4.6,3.533333333333333
405,405,45342531,Hotel in Rotterdam · ★3.50 · 1 bedroom · 1 bed · 1 shared bath,"Within walking distance to Rotterdam Centraal Station and just a short drive from Rotterdam The Hague Airport (RTM) you are located in the vibrant area of Rotterdam North.<br /><br />Set along the banks of the Nieuwe Maas River, Rotterdam is Europe’s biggest port and offers diverse dining, shopping, and entertainment options. Explore the charming streets of this once-medieval city and be sure to visit modern landmarks like the soaring Euromast observation tower, Erasmus Bridge, and The Markthal.",365217950,Bianca,within an hour,93%,99%,f,11.0,13,"Rotterdam, Zuid-Holland, Netherlands",Agniesebuurt,51.9297,4.47497,Room in hotel,Private room,2,,1 shared bath,,1.0,[],131.0,1,365,1000,4,1,0,2021-08-12,2023-04-01,3.5,4.5,4.5,3.75,3.25,4.0,3.25,t,11,0,1,0.14,3.6666666666666665,3.6666666666666665,4.0
406,406,45345145,Townhouse in Rotterdam · ★5.0 · 4 bedrooms · 6 beds · 1 bath,,46736017,Robbert,within a day,100%,50%,f,1.0,1,,Schiebroek,51.96344,4.46847,Entire townhouse,Entire home/apt,6,,1 bath,,6.0,[],310.0,7,1125,1125,3,0,0,2021-07-18,2022-12-16,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0.1,5.0,5.0,4.0
407,407,45357804,Rental unit in Rotterdam · ★4.85 · 1 bedroom · 1 bed · 1.5 baths,"Utterly bursting with life, and outside the usual tourist trail, the street and immediate neighbourhood has an addictive atmosphere. A One-of-a-kind fusion of Asian street culture, European indulgences, and Middle Eastern food-market energy. <br /><br />In 1 minute you can be relaxing on the bank of one of the widest and most magical canals in Rotterdam, the “Heemradsingel”. Wake up to the smells of the Bakery next door, and within a 30 second walk in either direction of the front door you have brunch and coffee hotspots, wood-fire Pizza, a truly unique fine-dining experience, and a beautiful open grassed ’square’ where the locals hang out on the grass as they soak up the vibe.",234684765,Fien,within an hour,100%,98%,t,2.0,2,"Rotterdam, Zuid-Holland, Netherlands",Middelland,51.91666,4.45595,Entire rental unit,Entire home/apt,2,,1.5 baths,,1.0,[],147.0,2,14,1125,236,73,3,2020-09-16,2023-12-07,4.85,4.86,4.72,4.95,4.89,4.74,4.77,f,2,2,0,5.93,4.983193277310924,4.915966386554622,4.411764705882353
408,408,45359058,Rental unit in Rotterdam · ★4.84 · 1 bedroom · 1 bed · 1 bath,"Utterly bursting with life, and outside the usual tourist trail, the street and immediate neighbourhood has an addictive atmosphere. A One-of-a-kind fusion of Asian street culture, European indulgences, and Middle Eastern food-market energy.<br />In 1 minute you can be relaxing on the bank of one of the widest and most magical canals in Rotterdam, the “Heemradsingel”, a Bakery next door, and within a 30 second walk in either direction of the front door you have brunch and coffee hotspots, wood-fire Pizza, a truly unique fine-dining experience, and a beautiful open ’square’ where the locals hang out on the grass as they soak up the vibe.",234684765,Fien,within an hour,100%,98%,t,2.0,2,"Rotterdam, Zuid-Holland, Netherlands",Middelland,51.91691,4.45737,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],132.0,2,14,1125,200,75,4,2020-10-18,2023-12-10,4.84,4.89,4.78,4.98,4.87,4.76,4.69,f,2,2,0,5.16,4.991869918699187,4.934959349593496,4.5772357723577235
409,409,45555469,Boat in Rotterdam · ★4.89 · 3 bedrooms · 7 beds · 3 baths,"Vele restaurantjes, centrum Rotterdam met het mooiste uitzicht op de skyline van Rotterdam",91765754,Erica,,,100%,t,3.0,4,"Rotterdam, Zuid-Holland, Netherlands",Nieuwe Werk,51.908,4.48046,Boat,Entire home/apt,9,,3 baths,,7.0,[],,2,1125,1125,19,11,0,2021-11-14,2023-08-07,4.89,4.84,4.79,4.95,4.79,5.0,4.84,t,2,1,0,0.74,4.916666666666667,4.75,4.583333333333333
410,410,45723249,Houseboat in Rotterdam · ★4.69 · 5 bedrooms · 11 beds · 2 baths,,4104827,Casper,within an hour,100%,99%,f,9.0,13,,Kop van Zuid - Entrepot,51.90706,4.50503,Houseboat,Entire home/apt,8,,2 baths,,11.0,[],367.0,1,365,1125,32,21,1,2021-09-26,2023-12-17,4.69,4.59,4.38,4.72,4.88,4.72,4.59,t,9,9,0,1.17,5.0,4.846153846153846,3.8461538461538463
411,411,45754145,Home in Rotterdam · ★4.94 · 1 bedroom · 1 bed · 1 private bath,,335692286,Vincent,within a few hours,100%,83%,f,2.0,2,,Tarwewijk,51.89181,4.47857,Private room in home,Private room,1,,1 private bath,,1.0,[],,3,100,100,17,7,0,2021-01-02,2023-11-13,4.94,4.94,4.94,4.94,5.0,4.76,5.0,f,2,0,0,0.47,5.0,5.0,4.153846153846154
412,412,46047837,Home in Rotterdam · 1 bedroom · 1 shared bath,,343744261,Burc,within a day,100%,43%,f,2.0,5,,Oude Noorden,51.93382,4.48267,Private room in home,Private room,1,,1 shared bath,,,[],40.0,30,180,180,2,0,0,2021-06-01,2022-07-16,3.5,3.5,4.0,3.5,3.5,4.5,4.0,f,2,0,0,0.06,4.5,4.0,4.0
413,413,46129295,Rental unit in Rotterdam · ★4.65 · 1 bedroom · 1 bed · 1 bath,"You will find everything you need in this neighbourhood. Rotterdam central is only 3 minutes walk, in front of the building you will find a metro station, tram stop, supermarket, bars, restaurants and way more.",302893992,Michiel,within an hour,100%,79%,t,81.0,96,"Rotterdam, Zu, Netherlands",Cs Kwartier,51.92614703928259,4.476378483193683,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],149.0,3,365,500,17,4,0,2020-11-13,2023-09-24,4.65,4.76,4.41,4.82,4.88,4.88,4.41,f,14,14,0,0.45,5.0,5.0,4.5
414,414,46152028,Rental unit in Rotterdam · ★4.81 · 1 bedroom · 2 beds · 1 bath,"The house is perfectly located. Its a very green and quiet street. Rotterdam Central station and the center is within 10 minutes walking distance. Also the famous Rotterdam Zoo is within 5 minutes walking distance.<br /><br />The vibrant city center with main theaters like 'De Doelen' and 'Stadsschouwburg', as well as the  cinema, main shopping streets and plenty of restaurants and bars  are at 15 minutes walking distance.",26008830,Dafir,within an hour,100%,100%,f,1.0,6,"Rotterdam, Zuid-Holland, Netherlands",Middelland,51.92272,4.46001,Entire rental unit,Entire home/apt,3,,1 bath,,2.0,[],120.0,3,1125,1125,58,0,0,2020-11-13,2022-10-31,4.81,4.81,4.59,4.88,4.83,4.88,4.72,t,1,1,0,1.53,5.0,4.96,4.32
415,415,46343951,Home in Rotterdam · 4 bedrooms · 4 beds · 3.5 baths,,24555934,Paul,within a day,100%,100%,f,1.0,1,,Zestienhoven,51.94597,4.45713,Entire home,Entire home/apt,8,,3.5 baths,,4.0,[],160.0,21,60,60,1,1,0,2023-03-07,2023-03-07,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0.1,5.0,5.0,5.0
416,416,46427571,Home in Rotterdam · ★4.88 · 4 bedrooms · 5 beds · 1.5 baths,,260148673,Drazenka,within an hour,100%,100%,f,1.0,1,,Hillegersberg Zuid,51.94653,4.48158,Entire home,Entire home/apt,7,,1.5 baths,,5.0,[],280.0,2,1125,1125,8,1,0,2022-07-19,2023-07-16,4.88,4.63,4.63,5.0,5.0,5.0,4.88,f,1,1,0,0.46,5.0,5.0,4.2
417,417,46541606,Rental unit in Rotterdam · 1 bedroom · 2 beds · 1.5 baths,,29340357,Kick&Neda,within a few hours,100%,71%,f,14.0,20,,Cool,51.91644,4.47626,Entire rental unit,Entire home/apt,6,,1.5 baths,,2.0,[],,7,60,60,1,0,0,2021-07-17,2021-07-17,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,13,13,0,0.03,5.0,5.0,2.0
418,418,46543224,Rental unit in Rotterdam · ★4.44 · 2 bedrooms · 4 beds · 1 bath,,29340357,Kick&Neda,within a few hours,100%,71%,f,14.0,20,,Cool,51.9153,4.47734,Entire rental unit,Entire home/apt,4,,1 bath,,4.0,[],215.0,5,99,99,9,4,0,2021-03-20,2023-08-25,4.44,4.33,4.11,4.89,4.44,4.89,4.33,f,13,13,0,0.27,5.0,5.0,4.0
419,419,46708693,Rental unit in Rotterdam · ★4.43 · 2 bedrooms · 5 beds · 1 bath,In this neighborhood you will not be short of anything during your stay.,208435553,Rawand,,,100%,f,1.0,2,"Rotterdam, Zuid-Holland, Netherlands",Tarwewijk,51.89056,4.49357,Entire rental unit,Entire home/apt,5,,1 bath,,5.0,[],140.0,5,365,365,7,0,0,2021-10-16,2022-08-23,4.43,4.86,3.71,5.0,5.0,4.71,4.14,t,1,1,0,0.26,5.0,5.0,3.7142857142857144
420,420,47400226,Loft in Rotterdam · ★4.91 · Studio · 1 bed · 1.5 baths,"Wij vinden zelf dat we in de tofste wijk van Rotterdam wonen. Het bied alles wat Rotterdam heeft. De straat zelf is heel rustig en u kijkt uit op een grote binnen tuin. Om de hoek zijn gezellige cafe's , eettentjes en diverse winkels. Daarnaast is het centrum en diverse bezienswaardigheden, zoals Euromast, musea, historisch Delfshaven binnen 5 min  te bereiken.",12794324,Anique,,,100%,t,1.0,1,"Rotterdam, Zuid-Holland, Netherlands",Nieuwe Westen,51.91177,4.45554,Entire loft,Entire home/apt,2,,1.5 baths,,1.0,[],,3,1125,1125,32,11,0,2021-03-13,2023-09-30,4.91,4.97,4.88,4.97,4.97,4.94,4.75,t,1,1,0,0.94,5.0,5.0,4.65
421,421,47436505,Serviced apartment in Hoogvliet Rotterdam · ★5.0 · 3 bedrooms · 6 beds · 1 bath,,74009812,Wilma,within an hour,100%,100%,t,4.0,10,,Hoogvliet Noord,51.87065,4.3538,Entire serviced apartment,Entire home/apt,6,,1 bath,,6.0,[],105.0,7,30,30,4,0,0,2021-01-17,2022-03-13,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,2,2,0,0.11,5.0,5.0,4.5
422,422,47961321,Rental unit in Rotterdam · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,"in the centre of Rotterdam, 3 minutes walk to the “ Witte de Withstraat “ and 10 minutes to “Markthal”,  “Cube Houses “ and “ErasmusBrug” .<br />Lots of restaurants at ground floor .<br />Metro station “ Beurs “  and public transport are nearby 4 -5 minutes on foot.",386597913,Judy,within an hour,90%,78%,t,2.0,2,"Rotterdam, Zuid-Holland, Netherlands",Stadsdriehoek,51.91609,4.48073,Private room in rental unit,Private room,1,,1 shared bath,,1.0,[],38.0,21,60,60,36,7,0,2021-06-17,2023-11-01,4.92,4.89,4.89,4.89,4.92,4.97,4.83,f,2,0,0,1.17,5.0,4.96875,4.5625
423,423,48009935,Loft in Rotterdam · ★4.91 · 1 bedroom · 1 bed · 1.5 shared baths,,5587475,Jochem,within a few hours,100%,75%,t,1.0,1,,Agniesebuurt,51.92928,4.47991,Private room in loft,Private room,1,,1.5 shared baths,,1.0,[],65.0,3,31,31,45,24,1,2021-06-21,2023-12-22,4.91,4.93,4.76,4.93,4.98,4.93,4.78,f,1,0,0,1.47,5.0,4.945945945945946,4.675675675675675
424,424,48113604,Rental unit in Rotterdam · ★4.80 · 1 bedroom · 1 bed · 1 bath,,9178947,Marieke,within an hour,100%,98%,t,2.0,2,,Middelland,51.91347,4.46299,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],130.0,3,1125,1125,131,38,2,2021-03-07,2023-11-27,4.8,4.81,4.83,4.92,4.97,4.89,4.7,f,2,2,0,3.85,5.0,4.9523809523809526,4.523809523809524
425,425,48114904,Rental unit in Rotterdam · ★4.90 · 1 bedroom · 1 bed · 1.5 baths,,9178947,Marieke,within an hour,100%,98%,t,2.0,2,,Middelland,51.91326,4.46312,Entire rental unit,Entire home/apt,2,,1.5 baths,,1.0,[],150.0,5,1125,1125,153,44,0,2021-03-08,2023-11-12,4.9,4.86,4.85,4.94,4.96,4.91,4.78,f,2,2,0,4.5,5.0,4.977777777777778,4.5777777777777775
426,426,48340852,Condo in Rotterdam · ★5.0 · 4 bedrooms · 3 beds · 3 baths,Green family neighborhood with nearby park en cafes and restaurants,51464471,Ali,within an hour,100%,72%,t,3.0,3,"Rotterdam, Zuid-Holland, Netherlands",Nieuwe Westen,51.91964,4.45263,Entire condo,Entire home/apt,6,,3 baths,,3.0,[],400.0,4,1125,1125,6,6,0,2023-04-10,2023-08-20,5.0,5.0,4.67,5.0,5.0,4.83,4.83,f,3,3,0,0.7,5.0,5.0,5.0
427,427,48439261,Home in Rotterdam · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,"Located in a quite area in Kralingen-Crooswijk, next to the city centre of Rotterdam within walking distance. You can visit cafe's, restaurants, shops and a brewery in the immediate vicinity at the Zwaanshals, or walk into the other direction to the Kralingse Bos, a lake with a beautifull forest around it. <br /><br />Like to sport? Go to Schuttersveld around the corner to have free acces to the tennis court, outdoor fitness equipment and running track, or take a run around the lake of Kralingse Bos.",135070779,Steffan,,,,f,1.0,1,"Rotterdam, Zuid-Holland, Netherlands",Nieuw Crooswijk,51.93727,4.49739,Entire home,Entire home/apt,4,,1.5 baths,,2.0,[],,7,1125,1125,5,0,0,2021-04-05,2022-05-06,5.0,5.0,5.0,5.0,5.0,5.0,4.8,f,1,1,0,0.15,5.0,5.0,5.0
428,428,48584182,Hotel in Rotterdam · ★4.0 · 1 bedroom · 1 bed · 1.5 shared baths,,230017566,Mr. Lewis | Boutique Hotel,within an hour,100%,100%,f,15.0,17,,Nieuwe Westen,51.91826,4.45463,Room in hotel,Private room,2,,1.5 shared baths,,1.0,[],123.0,1,1125,999,7,6,0,2022-09-15,2023-10-08,4.0,4.0,4.14,4.14,4.0,4.71,3.86,f,13,0,0,0.45,3.0,3.0,4.5
429,429,48584655,Hotel in Rotterdam · ★4.11 · 1 bedroom · 1 bed · 1 private bath,,230017566,Mr. Lewis | Boutique Hotel,within an hour,100%,100%,f,15.0,17,,Nieuwe Westen,51.91948,4.45463,Room in hotel,Private room,2,,1 private bath,,1.0,[],116.0,1,1125,999,9,9,1,2023-02-26,2023-12-02,4.11,4.22,4.56,5.0,4.33,4.67,3.78,t,13,0,0,0.9,5.0,5.0,3.6666666666666665
430,430,48585308,Boutique hotel in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,,230017566,Mr. Lewis | Boutique Hotel,within an hour,100%,100%,f,15.0,17,,Middelland,51.91794,4.45619,Room in boutique hotel,Private room,2,,1.5 baths,,1.0,[],116.0,1,1125,999,3,3,0,2023-07-12,2023-11-12,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,13,0,0,0.55,5.0,5.0,4.0
431,431,48585409,Boutique hotel in Rotterdam · 1 bedroom · 1 bed · 1 private bath,,230017566,Mr. Lewis | Boutique Hotel,within an hour,100%,100%,f,15.0,17,,Middelland,51.92025,4.45634,Room in boutique hotel,Private room,2,,1 private bath,,1.0,[],116.0,1,1125,999,1,1,0,2023-04-23,2023-04-23,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,13,0,0,0.12,5.0,5.0,4.0
432,432,48586209,Boutique hotel in Rotterdam · ★4.67 · 1 bedroom · 1 bed · 1.5 baths,,230017566,Mr. Lewis | Boutique Hotel,within an hour,100%,100%,f,15.0,17,,Nieuwe Westen,51.91993,4.4556,Room in boutique hotel,Private room,2,,1.5 baths,,1.0,[],108.0,1,1125,999,3,2,0,2022-08-25,2023-07-23,4.67,5.0,5.0,5.0,5.0,4.67,3.67,t,13,0,0,0.19,5.0,5.0,3.0
433,433,48586784,Boutique hotel in Rotterdam · ★4.75 · 1 bedroom · 1 bed · 1 private bath,,230017566,Mr. Lewis | Boutique Hotel,within an hour,100%,100%,f,15.0,17,,Middelland,51.91818,4.45643,Room in boutique hotel,Private room,1,,1 private bath,,1.0,[],106.0,1,1125,999,4,3,0,2022-12-16,2023-05-06,4.75,4.5,4.75,3.25,4.25,5.0,3.5,t,13,0,0,0.32,5.0,5.0,4.5
434,434,48586889,Boutique hotel in Rotterdam · 1 bedroom · 1 bed · 1.5 baths,,230017566,Mr. Lewis | Boutique Hotel,within an hour,100%,100%,f,15.0,17,,Middelland,51.91979,4.45625,Room in boutique hotel,Private room,1,,1.5 baths,,1.0,[],106.0,1,1125,999,1,0,0,2022-05-28,2022-05-28,4.0,5.0,5.0,5.0,2.0,4.0,3.0,t,13,0,0,0.05,4.0,4.0,3.0
435,435,48587055,Boutique hotel in Rotterdam · ★4.33 · 1 bedroom · 1 bed · 1 private bath,,230017566,Mr. Lewis | Boutique Hotel,within an hour,100%,100%,f,15.0,17,,Nieuwe Westen,51.91809,4.45504,Room in boutique hotel,Private room,2,,1 private bath,,1.0,[],108.0,1,1125,999,3,2,0,2022-08-21,2023-07-19,4.33,4.0,5.0,4.67,4.67,4.67,3.67,t,13,0,0,0.18,4.5,4.5,3.0
436,436,48587126,Boutique hotel in Rotterdam · ★3.29 · 1 bedroom · 1 bed · 1 private bath,,230017566,Mr. Lewis | Boutique Hotel,within an hour,100%,100%,f,15.0,17,,Middelland,51.9181,4.45634,Room in boutique hotel,Private room,2,,1 private bath,,1.0,[],108.0,1,1125,999,7,5,0,2022-08-28,2023-11-12,3.29,3.57,4.14,3.43,3.86,4.14,3.57,t,13,0,0,0.43,5.0,5.0,5.0
437,437,48587255,Boutique hotel in Rotterdam · 1 bedroom · 1 bed · 1 private bath,,230017566,Mr. Lewis | Boutique Hotel,within an hour,100%,100%,f,15.0,17,,Middelland,51.91985,4.45674,Room in boutique hotel,Private room,1,,1 private bath,,1.0,[],106.0,1,1125,999,2,0,0,2022-08-20,2022-08-27,3.5,4.0,5.0,2.5,4.5,5.0,3.5,t,13,0,0,0.12,5.0,5.0,5.0
438,438,48617755,Rental unit in Rotterdam · ★4.99 · 2 bedrooms · 3 beds · 1.5 baths,,35307100,Coco,within an hour,100%,88%,t,5.0,8,,Cs Kwartier,51.92268,4.47055,Entire rental unit,Entire home/apt,4,,1.5 baths,,3.0,[],207.0,2,365,365,78,58,7,2021-05-27,2023-12-22,4.99,4.96,4.94,4.92,4.95,5.0,4.79,f,4,4,0,2.49,4.983870967741935,4.951612903225806,4.435483870967742
439,439,48626995,Townhouse in Rotterdam · ★5.0 · 4 bedrooms · 3 beds · 2 baths,"Blijdorp is a vibrant and green neighborhood located in the north of Rotterdam, known for its beautiful zoo, historic architecture, and various amenities. The neighborhood is known for its child-friendly environment with several parks, playgrounds, and schools in the vicinity.<br /><br />The location of Blijdorp is ideal for both tourists and local residents. The city center of Rotterdam, with its bustling shops, restaurants, and nightlife, is easily accessible within a short distance. Rotterdam Central Station, a major hub for train, tram, and metro transportation, is also easily accessible from Blijdorp.<br /><br />Blijdorp boasts a diversity of architecture, with beautiful historic buildings, modern apartment complexes, and charming streets. The neighborhood offers an attractive mix of residential, commercial, and recreational spaces, with various shops, restaurants, and cafes in the vicinity.<br /><br />For nature lovers, Blijdorp is an ideal place, with the renowned Diergaarde Bli",27959278,Juul,within a few hours,100%,67%,f,1.0,1,"Rotterdam, Zuid-Holland, Netherlands",Blijdorp,51.93022,4.46268,Entire townhouse,Entire home/apt,6,,2 baths,,3.0,[],375.0,2,1125,1125,22,7,0,2021-05-16,2023-11-10,5.0,4.95,4.91,5.0,5.0,4.95,4.82,f,1,1,0,0.69,5.0,4.846153846153846,3.8461538461538463
440,440,49156294,Rental unit in Rotterdam · ★4.94 · 1 bedroom · 1 shared bath,,386597913,Judy,within an hour,90%,78%,t,2.0,2,,Carnisse,51.88913,4.48454,Private room in rental unit,Private room,1,,1 shared bath,,,[],36.0,10,30,30,47,20,0,2021-05-22,2023-09-30,4.94,4.89,4.91,4.96,4.89,4.68,4.98,f,2,0,0,1.49,5.0,4.973684210526316,4.473684210526316
