listing_id,name,neighborhood_overview,host_id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price_$,minimum_nights,maximum_nights,maximum_maximum_nights,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_shared_rooms,reviews_per_month
46541606,Rental unit in Rotterdam · 1 bedroom · 2 beds · 1.5 baths,,29340357,within a few hours,100%,71%,f,14.0,20,Entire rental unit,Entire home/apt,6,,1.5 baths,,2.0,[],,7,60,60,1,0,0,2021-07-17,2021-07-17,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,13,13,0,0.03
46543224,Rental unit in Rotterdam · ★4.44 · 2 bedrooms · 4 beds · 1 bath,,29340357,within a few hours,100%,71%,f,14.0,20,Entire rental unit,Entire home/apt,4,,1 bath,,4.0,[],215.0,5,99,99,9,4,0,2021-03-20,2023-08-25,4.44,4.33,4.11,4.89,4.44,4.89,4.33,f,13,13,0,0.27
46708693,Rental unit in Rotterdam · ★4.43 · 2 bedrooms · 5 beds · 1 bath,In this neighborhood you will not be short of anything during your stay.,208435553,,,100%,f,1.0,2,Entire rental unit,Entire home/apt,5,,1 bath,,5.0,[],140.0,5,365,365,7,0,0,2021-10-16,2022-08-23,4.43,4.86,3.71,5.0,5.0,4.71,4.14,t,1,1,0,0.26
47400226,Loft in Rotterdam · ★4.91 · Studio · 1 bed · 1.5 baths,"Wij vinden zelf dat we in de tofste wijk van Rotterdam wonen. Het bied alles wat Rotterdam heeft. De straat zelf is heel rustig en u kijkt uit op een grote binnen tuin. Om de hoek zijn gezellige cafe's , eettentjes en diverse winkels. Daarnaast is het centrum en diverse bezienswaardigheden, zoals Euromast, musea, historisch Delfshaven binnen 5 min  te bereiken.",12794324,,,100%,t,1.0,1,Entire loft,Entire home/apt,2,,1.5 baths,,1.0,[],,3,1125,1125,32,11,0,2021-03-13,2023-09-30,4.91,4.97,4.88,4.97,4.97,4.94,4.75,t,1,1,0,0.94
47436505,Serviced apartment in Hoogvliet Rotterdam · ★5.0 · 3 bedrooms · 6 beds · 1 bath,,74009812,within an hour,100%,100%,t,4.0,10,Entire serviced apartment,Entire home/apt,6,,1 bath,,6.0,[],105.0,7,30,30,4,0,0,2021-01-17,2022-03-13,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,2,2,0,0.11
47961321,Rental unit in Rotterdam · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,"in the centre of Rotterdam, 3 minutes walk to the “ Witte de Withstraat “ and 10 minutes to “Markthal”,  “Cube Houses “ and “ErasmusBrug” .<br />Lots of restaurants at ground floor .<br />Metro station “ Beurs “  and public transport are nearby 4 -5 minutes on foot.",386597913,within an hour,90%,78%,t,2.0,2,Private room in rental unit,Private room,1,,1 shared bath,,1.0,[],38.0,21,60,60,36,7,0,2021-06-17,2023-11-01,4.92,4.89,4.89,4.89,4.92,4.97,4.83,f,2,0,0,1.17
48009935,Loft in Rotterdam · ★4.91 · 1 bedroom · 1 bed · 1.5 shared baths,,5587475,within a few hours,100%,75%,t,1.0,1,Private room in loft,Private room,1,,1.5 shared baths,,1.0,[],65.0,3,31,31,45,24,1,2021-06-21,2023-12-22,4.91,4.93,4.76,4.93,4.98,4.93,4.78,f,1,0,0,1.47
48113604,Rental unit in Rotterdam · ★4.80 · 1 bedroom · 1 bed · 1 bath,,9178947,within an hour,100%,98%,t,2.0,2,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],130.0,3,1125,1125,131,38,2,2021-03-07,2023-11-27,4.8,4.81,4.83,4.92,4.97,4.89,4.7,f,2,2,0,3.85
48114904,Rental unit in Rotterdam · ★4.90 · 1 bedroom · 1 bed · 1.5 baths,,9178947,within an hour,100%,98%,t,2.0,2,Entire rental unit,Entire home/apt,2,,1.5 baths,,1.0,[],150.0,5,1125,1125,153,44,0,2021-03-08,2023-11-12,4.9,4.86,4.85,4.94,4.96,4.91,4.78,f,2,2,0,4.5
48340852,Condo in Rotterdam · ★5.0 · 4 bedrooms · 3 beds · 3 baths,Green family neighborhood with nearby park en cafes and restaurants,51464471,within an hour,100%,72%,t,3.0,3,Entire condo,Entire home/apt,6,,3 baths,,3.0,[],400.0,4,1125,1125,6,6,0,2023-04-10,2023-08-20,5.0,5.0,4.67,5.0,5.0,4.83,4.83,f,3,3,0,0.7
48439261,Home in Rotterdam · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,"Located in a quite area in Kralingen-Crooswijk, next to the city centre of Rotterdam within walking distance. You can visit cafe's, restaurants, shops and a brewery in the immediate vicinity at the Zwaanshals, or walk into the other direction to the Kralingse Bos, a lake with a beautifull forest around it. <br /><br />Like to sport? Go to Schuttersveld around the corner to have free acces to the tennis court, outdoor fitness equipment and running track, or take a run around the lake of Kralingse Bos.",135070779,,,,f,1.0,1,Entire home,Entire home/apt,4,,1.5 baths,,2.0,[],,7,1125,1125,5,0,0,2021-04-05,2022-05-06,5.0,5.0,5.0,5.0,5.0,5.0,4.8,f,1,1,0,0.15
48584182,Hotel in Rotterdam · ★4.0 · 1 bedroom · 1 bed · 1.5 shared baths,,230017566,within an hour,100%,100%,f,15.0,17,Room in hotel,Private room,2,,1.5 shared baths,,1.0,[],123.0,1,1125,999,7,6,0,2022-09-15,2023-10-08,4.0,4.0,4.14,4.14,4.0,4.71,3.86,f,13,0,0,0.45
48584655,Hotel in Rotterdam · ★4.11 · 1 bedroom · 1 bed · 1 private bath,,230017566,within an hour,100%,100%,f,15.0,17,Room in hotel,Private room,2,,1 private bath,,1.0,[],116.0,1,1125,999,9,9,1,2023-02-26,2023-12-02,4.11,4.22,4.56,5.0,4.33,4.67,3.78,t,13,0,0,0.9
48585074,Boutique hotel in Rotterdam · 1 bedroom · 1 bed · 1 shared bath,,230017566,within an hour,100%,100%,f,15.0,17,Room in boutique hotel,Private room,2,,1 shared bath,,1.0,[],108.0,1,1125,999,2,1,0,2021-10-24,2023-08-26,2.5,3.0,2.0,3.0,3.0,3.0,2.5,t,13,0,0,0.08
48585308,Boutique hotel in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,,230017566,within an hour,100%,100%,f,15.0,17,Room in boutique hotel,Private room,2,,1.5 baths,,1.0,[],116.0,1,1125,999,3,3,0,2023-07-12,2023-11-12,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,13,0,0,0.55
48585409,Boutique hotel in Rotterdam · 1 bedroom · 1 bed · 1 private bath,,230017566,within an hour,100%,100%,f,15.0,17,Room in boutique hotel,Private room,2,,1 private bath,,1.0,[],116.0,1,1125,999,1,1,0,2023-04-23,2023-04-23,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,13,0,0,0.12
48586209,Boutique hotel in Rotterdam · ★4.67 · 1 bedroom · 1 bed · 1.5 baths,,230017566,within an hour,100%,100%,f,15.0,17,Room in boutique hotel,Private room,2,,1.5 baths,,1.0,[],108.0,1,1125,999,3,2,0,2022-08-25,2023-07-23,4.67,5.0,5.0,5.0,5.0,4.67,3.67,t,13,0,0,0.19
48586269,Boutique hotel in Rotterdam · ★3.67 · 1 bedroom · 1 bed · 1.5 baths,,230017566,within an hour,100%,100%,f,15.0,17,Room in boutique hotel,Private room,2,,1.5 baths,,1.0,[],116.0,1,1125,999,3,3,0,2022-12-30,2023-02-19,3.67,3.67,4.33,5.0,4.0,5.0,3.67,t,13,0,0,0.25
48586784,Boutique hotel in Rotterdam · ★4.75 · 1 bedroom · 1 bed · 1 private bath,,230017566,within an hour,100%,100%,f,15.0,17,Room in boutique hotel,Private room,1,,1 private bath,,1.0,[],106.0,1,1125,999,4,3,0,2022-12-16,2023-05-06,4.75,4.5,4.75,3.25,4.25,5.0,3.5,t,13,0,0,0.32
48586889,Boutique hotel in Rotterdam · 1 bedroom · 1 bed · 1.5 baths,,230017566,within an hour,100%,100%,f,15.0,17,Room in boutique hotel,Private room,1,,1.5 baths,,1.0,[],106.0,1,1125,999,1,0,0,2022-05-28,2022-05-28,4.0,5.0,5.0,5.0,2.0,4.0,3.0,t,13,0,0,0.05
48587055,Boutique hotel in Rotterdam · ★4.33 · 1 bedroom · 1 bed · 1 private bath,,230017566,within an hour,100%,100%,f,15.0,17,Room in boutique hotel,Private room,2,,1 private bath,,1.0,[],108.0,1,1125,999,3,2,0,2022-08-21,2023-07-19,4.33,4.0,5.0,4.67,4.67,4.67,3.67,t,13,0,0,0.18
48587126,Boutique hotel in Rotterdam · ★3.29 · 1 bedroom · 1 bed · 1 private bath,,230017566,within an hour,100%,100%,f,15.0,17,Room in boutique hotel,Private room,2,,1 private bath,,1.0,[],108.0,1,1125,999,7,5,0,2022-08-28,2023-11-12,3.29,3.57,4.14,3.43,3.86,4.14,3.57,t,13,0,0,0.43
48587255,Boutique hotel in Rotterdam · 1 bedroom · 1 bed · 1 private bath,,230017566,within an hour,100%,100%,f,15.0,17,Room in boutique hotel,Private room,1,,1 private bath,,1.0,[],106.0,1,1125,999,2,0,0,2022-08-20,2022-08-27,3.5,4.0,5.0,2.5,4.5,5.0,3.5,t,13,0,0,0.12
48617755,Rental unit in Rotterdam · ★4.99 · 2 bedrooms · 3 beds · 1.5 baths,,35307100,within an hour,100%,88%,t,5.0,8,Entire rental unit,Entire home/apt,4,,1.5 baths,,3.0,[],207.0,2,365,365,78,58,7,2021-05-27,2023-12-22,4.99,4.96,4.94,4.92,4.95,5.0,4.79,f,4,4,0,2.49
48626995,Townhouse in Rotterdam · ★5.0 · 4 bedrooms · 3 beds · 2 baths,"Blijdorp is a vibrant and green neighborhood located in the north of Rotterdam, known for its beautiful zoo, historic architecture, and various amenities. The neighborhood is known for its child-friendly environment with several parks, playgrounds, and schools in the vicinity.<br /><br />The location of Blijdorp is ideal for both tourists and local residents. The city center of Rotterdam, with its bustling shops, restaurants, and nightlife, is easily accessible within a short distance. Rotterdam Central Station, a major hub for train, tram, and metro transportation, is also easily accessible from Blijdorp.<br /><br />Blijdorp boasts a diversity of architecture, with beautiful historic buildings, modern apartment complexes, and charming streets. The neighborhood offers an attractive mix of residential, commercial, and recreational spaces, with various shops, restaurants, and cafes in the vicinity.<br /><br />For nature lovers, Blijdorp is an ideal place, with the renowned Diergaarde Bli",27959278,within a few hours,100%,67%,f,1.0,1,Entire townhouse,Entire home/apt,6,,2 baths,,3.0,[],375.0,2,1125,1125,22,7,0,2021-05-16,2023-11-10,5.0,4.95,4.91,5.0,5.0,4.95,4.82,f,1,1,0,0.69
49156294,Rental unit in Rotterdam · ★4.94 · 1 bedroom · 1 shared bath,,386597913,within an hour,90%,78%,t,2.0,2,Private room in rental unit,Private room,1,,1 shared bath,,,[],36.0,10,30,30,47,20,0,2021-05-22,2023-09-30,4.94,4.89,4.91,4.96,4.89,4.68,4.98,f,2,0,0,1.49
49432564,Condo in Rotterdam · ★4.97 · Studio · 2 beds · 1.5 baths,"Als bewoner van het Van Vollenhovenkwartier geniet je iedere dag van de grandeur van de monumentale wijk Het Scheepvaartkwartier. Het Scheepvaartkwartier, ook wel Nieuwe Werk genoemd, is een karakteristieke en veelzijdige buurt. De maritieme sfeer, de indrukwekkende historische bebouwing en het vele groen maken de buurt tot een aantrekkelijk stuk Rotterdam. Het leuke van de ligging is dat het omgeven is door de klassieke allure en uitstraling van het Scheepvaartkwartier terwijl het bruisende stadscentrum makkelijk te bereiken is. Of het nu gaat om de Markthal, het Museumkwartier, Rotterdam Centraal, de Nieuwe Maas of de Wilhelminapier. Alle hotspots zijn dichtbij. Haltes voor tram, bus, watertaxi en het metro zijn op loopafstand te bereiken. In de wijk vind je horeca waaronder toprestaurants, delicatessen, een AH, musea, kan je borrelen in de prachtige historische Veerhaven of ontspannen in het Park. Sfeervol, uniek en historisch wonen op een van de beste stadslocaties van Nederland me",169861834,within an hour,100%,96%,t,2.0,2,Entire condo,Entire home/apt,4,,1.5 baths,,2.0,[],278.0,2,60,1125,37,11,1,2021-05-09,2023-12-17,4.97,4.81,4.92,4.95,4.97,4.92,4.73,f,2,2,0,1.16
49433616,Condo in Rotterdam · ★5.0 · 1 bedroom · 2 beds · 1.5 baths,De Esch is a neighbourhood on the outside of the city center. It is peacefull en serene. De advantage is that you don't have the noise of the city center. It's mostly modern appartmentbuildings. The people who live in it are primarely working appartmentowners and students from Erasmus Univesity. There are nice walking routes down the riverside and there is a beautifulll park which will make you relax after a day of work or study.,103579542,,,100%,f,1.0,1,Entire condo,Entire home/apt,2,,1.5 baths,,2.0,[],129.0,21,32,32,4,2,0,2022-11-06,2023-06-24,5.0,5.0,5.0,5.0,5.0,5.0,4.75,f,1,1,0,0.29
49541034,Condo in Rotterdam · ★5.0 · 3 bedrooms · 2 beds · 1.5 baths,,35787370,within a few hours,100%,100%,f,1.0,1,Entire condo,Entire home/apt,3,,1.5 baths,,2.0,[],160.0,4,14,14,10,3,0,2021-05-09,2023-10-22,5.0,5.0,5.0,5.0,4.9,4.8,4.8,f,1,1,0,0.31
49545685,Rental unit in Rotterdam · ★4.92 · 1 bedroom · 1 bed · 1 bath,"Het is een rustige oude wijk in Rotterdam Zuid. Een parel en oase in een drukke stad. Je bent binnen no-time in de stad per fiets, ov of auto.<br /><br />Verder is het een karakteristieke wijk die een oude dorpskern en dorpskerk heeft. Smalle straten en klinkers in Charlois, zijn een schril contrast met de nieuw- en hoogbouw van de stad.",30606295,,,,f,1.0,1,Private room in rental unit,Private room,2,,1 bath,,1.0,[],,1,20,1125,12,0,0,2021-05-23,2021-11-07,4.92,5.0,4.83,5.0,4.92,4.42,4.58,f,1,0,0,0.38
49593599,Rental unit in Rotterdam · ★4.96 · 1 bedroom · 4 beds · 1 bath,"Located in multicultural Delfshaven, few minutes walk to the metro station, the historical Delfshaven neighbourhood and immediate vicinity of public transport that can take you anywhere in the city, various shops, nice restaurants and recreational places. At walking distance there is Van Nelle Fabriek (UNESCO World Heritage Site), Euromastpark, Erasmus Medical Centre, museums and many many more.<br />Great Food Market at the Visserijplein - 2 times a week (Thurs & Sat) - with vendors for fruit, vegetables, cheese, meat, clothing, shoes & housewares.<br /><br />If you have any particular interests, just ask, I might have some tips ;)",14313773,within a day,100%,65%,t,1.0,1,Entire rental unit,Entire home/apt,4,,1 bath,,4.0,[],140.0,3,1125,1125,23,6,0,2021-06-14,2023-05-20,4.96,4.96,4.96,4.96,5.0,4.65,4.7,f,1,1,0,0.75
49632557,Rental unit in Rotterdam · ★4.89 · 2 bedrooms · 1 bed · 1.5 baths,"The apartment is based in the hart of the city on the Noordereiland, an island that lies between the Meuse, right between the three iconic Rotterdam bridges. From the window you can see the river and the big white bridge (Erasmus bridge). <br /><br />The neighbourhood is a very laid back place in a city that is vibrant and urban, with very nice people (so are my neighbours :). There is little car traffic as people hardly pass the island itself to get somewhere. There is a small Spar supermarket, two coffee and lunchrooms, a pop-up restaurant and several kids playgrounds  in the middle of the island.",15209726,within a few hours,100%,39%,t,1.0,1,Entire rental unit,Entire home/apt,3,,1.5 baths,,1.0,[],150.0,2,1125,1125,28,8,0,2021-05-16,2023-08-17,4.89,4.89,4.64,4.89,4.93,4.75,4.64,f,1,1,0,0.88
49680425,Home in Rotterdam · ★4.75 · 3 bedrooms · 2 beds · 1.5 baths,,58140249,,,100%,f,1.0,1,Entire home,Entire home/apt,4,,1.5 baths,,2.0,[],,2,1125,1125,16,3,0,2021-05-16,2023-09-03,4.75,4.88,4.56,4.94,4.94,4.75,4.5,f,1,1,0,0.5
49771149,Townhouse in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,Our house looks out over a small park with water. Big enough to take a walk and enjoy the ducks and geese,48457614,,,,t,1.0,1,Private room in townhouse,Private room,2,,1.5 baths,,1.0,[],,1,21,1125,56,0,0,2021-08-15,2022-12-21,5.0,4.98,4.98,4.96,4.98,4.88,4.98,f,1,0,0,1.95
49795816,Loft in Rotterdam · ★4.65 · 1 bedroom · 2 beds · 1 bath,"When you step out the door, you are right in the center of Rotterdam. Nice coffee corners, lunchrooms, restaurants, shops and sights and the well-known Hofplein are right around the corner. The central station is located 150 meters from the accommodation. You can also visit the Markthal within 15 minutes walking distance for some delicious food.",128826790,within an hour,100%,99%,f,8.0,9,Entire loft,Entire home/apt,3,,1 bath,,2.0,[],91.0,2,45,45,79,40,2,2021-07-13,2023-12-11,4.65,4.65,4.74,4.86,4.88,4.76,4.58,f,4,4,0,2.65
49795820,Loft in Rotterdam · ★4.84 · 1 bedroom · 2 beds · 1 bath,"When you step out the door, you are right in the center of Rotterdam. Nice coffee corners, lunchrooms, restaurants, shops and sights and the well-known Hofplein are right around the corner. The central station is located 150 meters from the accommodation. You can also visit the Markthal within 15 minutes walking distance for some delicious food.",128826790,within an hour,100%,99%,f,8.0,9,Entire loft,Entire home/apt,3,,1 bath,,2.0,[],94.0,2,45,45,73,50,4,2021-05-29,2023-12-09,4.84,4.79,4.89,4.93,4.96,4.95,4.63,f,4,4,0,2.33
49795828,Loft in Rotterdam · ★4.72 · 1 bedroom · 2 beds · 1 bath,"When you step out the door, you are right in the center of Rotterdam. Nice coffee corners, lunchrooms, restaurants, shops and sights and the well-known Hofplein are right around the corner. The central station is located 150 meters from the accommodation. You can also visit the Markthal within 15 minutes walking distance for some delicious food.",128826790,within an hour,100%,99%,f,8.0,9,Entire loft,Entire home/apt,4,,1 bath,,2.0,[],113.0,2,45,45,50,41,4,2021-07-20,2023-12-17,4.72,4.7,4.86,4.88,4.96,4.86,4.6,f,4,4,0,1.69
49795831,Loft in Rotterdam · ★4.76 · 1 bedroom · 2 beds · 1 bath,"When you step out the door, you are right in the center of Rotterdam. Nice coffee corners, lunchrooms, restaurants, shops and sights and the well-known Hofplein are right around the corner. The central station is located 150 meters from the accommodation. You can also visit the Markthal within 15 minutes walking distance for some delicious food.",128826790,within an hour,100%,99%,f,8.0,9,Entire loft,Entire home/apt,4,,1 bath,,2.0,[],113.0,2,45,45,73,49,4,2021-05-24,2023-12-17,4.76,4.84,4.84,4.81,4.88,4.93,4.69,f,4,4,0,2.32
49845732,Rental unit in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,,401995037,,,,f,1.0,1,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],,2,7,7,13,0,0,2021-06-28,2022-02-13,5.0,5.0,4.85,5.0,4.92,5.0,4.85,f,1,1,0,0.43
49942363,Condo in Rotterdam · ★4.96 · 1 bedroom · 1 bed · 1.5 baths,,8807195,within an hour,100%,92%,t,1.0,1,Entire condo,Entire home/apt,2,,1.5 baths,,1.0,[],,2,60,60,74,8,1,2021-06-04,2023-12-03,4.96,4.91,4.91,4.93,4.96,4.91,4.82,f,1,1,0,2.38
49976410,Townhouse in Rotterdam · ★4.88 · 1 bedroom · 1 bed · 1.5 baths,"Within 250 meters there’s a huge variety of things that you want nearby: shops, breakfast places, restaurants, cafes, a night shop, the Emergency Room of the Erasmus University Hospital the Depot of the Boijmans Museum and stops of the main lines of the metro, trams and buses. There are four supermarkets and the best vinyl record shops of Europe within 700 meters.",26899206,within an hour,100%,98%,t,2.0,2,Entire townhouse,Entire home/apt,2,,1.5 baths,,1.0,[],85.0,2,35,1125,101,47,2,2021-08-15,2023-12-02,4.88,4.86,4.87,4.94,4.93,4.89,4.82,f,2,2,0,3.52
