id,name,neighborhood_overview,host_id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price_$,minimum_nights,maximum_nights,maximum_maximum_nights,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
50744223,Home in Antwerpen · ★4.89 · 1 bedroom · 1 bed · 1.5 shared baths,"Our neighborhood offers a perfect blend of peace and convenience. The house is situated in a tranquil area, ensuring a peaceful and relaxing stay. You can enjoy the serene surroundings and take leisurely walks in the beautiful park nearby.<br /><br />For music lovers, the popular concert venues 'De Roma' and 'TRIX' are within easy reach. You can catch some amazing live performances and immerse yourself in the vibrant music scene of Antwerp.<br /><br />Despite the peaceful setting, you won't feel isolated from the buzz of the city. The historic center of Antwerp is just a short distance away, allowing you to explore the rich history and vibrant culture of the city whenever you desire.<br /><br />Parking is also hassle-free in our neighborhood. You will find ample affordable parking spaces, making it convenient for those traveling by car.<br /><br />If you prefer public transportation, you'll be pleased to know that we have excellent metro and tram connections nearby. Hop on a tram or me",51335547,within an hour,100%,100%,t,2,2,Private room in home,Private room,2,,1.5 shared baths,,1.0,[],42.0,1,31,1125,207,88,9,2021-08-21,2023-12-24,4.89,4.9,4.66,4.95,4.96,4.79,4.87,f,2,0,2,0,7.23
50760948,Rental unit in Antwerpen · ★4.75 · 1 bedroom · 1 bed · 1 bath,"I live in a very lively neighborhood close to the city centre and central station. There are a lot of shops nearby where you can buy fresh fruits, vegetables and   bread. There are also supermarkets as Lidl, Carrefour and Delhaize in a proximity of max. 1 km. The hip neighborhood het Eilandje is also just around the corner. In other words: by coming to my place, you get the full Antwerp experience. Welcome!",13512170,,,,f,1,2,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],,2,10,10,12,0,0,2021-08-06,2022-08-07,4.75,4.58,4.67,4.92,5.0,4.08,4.33,f,1,1,0,0,0.41
50788160,Condo in Antwerpen · ★4.82 · 1 bedroom · 1 bed · 1 bath,,51502991,within an hour,100%,99%,f,2,2,Entire condo,Entire home/apt,2,,1 bath,,1.0,[],82.0,1,1125,1125,127,50,3,2021-08-29,2023-12-17,4.82,4.87,4.84,4.91,4.96,4.9,4.78,f,1,1,0,0,4.48
50807674,Condo in Antwerpen · ★4.91 · 1 bedroom · 1 bed · 1 private bath,"I live in a vibrant neighbourhood at walking distance from the city center. around the corner you'll find organic bakeries,  barista coffee bars, natural wine bars, restaurants, art galleries, a beautiful flower shop and much more.<br />The city center is at walking distance. I work in the city and go to work by foot every day.",3595639,within an hour,100%,100%,t,2,2,Private room in condo,Private room,3,,1 private bath,,1.0,[],50.0,2,7,1125,23,23,3,2023-07-05,2023-12-18,4.91,4.96,5.0,4.96,5.0,4.52,4.87,t,2,1,1,0,3.92
50873866,Rental unit in Antwerpen · ★4.88 · 1 bedroom · 1 bed · 1 bath,,365776129,within an hour,100%,78%,t,1,1,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],76.0,14,1125,1125,8,4,0,2022-06-30,2023-09-28,4.88,4.88,4.5,5.0,5.0,5.0,5.0,f,1,1,0,0,0.44
50897474,Townhouse in Antwerpen · ★4.88 · 2 bedrooms · 2 beds · 1.5 baths,"‘t Noord heeft genoeg leuke spots. Park Spoor Noord bijvoorbeeld, een gigantisch park waar het erg goed vertoeven is. Jonge gezinnen komen er picknicken, kinderen kunnen er bij warm weer pootjebaden. Ook voor de culinaire stedentrippers is ‘t Noord een prima plek: je vindt er namelijk een paar écht goede restaurants. Ook zijn er meer dan genoeg cafés en de arthouse-cinema Klappei. Elke derde zondag van de maand kun je naar een boekenmarkt (op het De Coninckplein), waar je oude boeken koopt en van streetfood smult.",14367631,within an hour,100%,99%,f,10,16,Entire townhouse,Entire home/apt,6,,1.5 baths,,2.0,[],,2,30,1125,96,32,1,2021-09-05,2023-12-02,4.88,4.85,4.55,4.93,4.92,4.42,4.72,f,10,10,0,0,3.41
50932761,Townhouse in Antwerpen · ★4.83 · 1 bedroom · 1 bed · 1.5 shared baths,"In onze straat heb je een supermarkt, viswinkel, slager, kaaswinkel, verse groenten en fruitwinkel, een bushalte, én een frituur ;)   Te voet ben je op 8 minuten aan het bruisende Marnixplein, met heerlijke restaurantjes en cafés. Of je zet je gezellig op ons half overdekte terras!",149283621,within a day,80%,84%,f,4,5,Private room in townhouse,Private room,1,,1.5 shared baths,,1.0,[],75.0,2,1125,1125,6,0,0,2021-08-21,2022-09-29,4.83,5.0,5.0,5.0,5.0,5.0,5.0,f,4,1,3,0,0.21
50972958,Loft in Antwerpen · ★5.0 · 2 bedrooms · 2 beds · 1 bath,,231806,within an hour,100%,80%,f,1,1,Entire loft,Entire home/apt,4,,1 bath,,2.0,[],150.0,2,1125,1125,13,1,0,2022-02-20,2023-10-30,5.0,5.0,5.0,5.0,5.0,4.92,5.0,t,1,1,0,0,0.58
50995048,Rental unit in Antwerpen · ★4.69 · 2 bedrooms · 3 beds · 1.5 baths,,366708746,within an hour,100%,100%,t,1,1,Entire rental unit,Entire home/apt,3,,1.5 baths,,3.0,[],81.0,1,1125,1125,70,46,3,2021-08-05,2023-12-24,4.69,4.83,4.49,4.9,4.84,4.66,4.71,t,1,1,0,0,2.4
51013490,Rental unit in Antwerpen · ★4.91 · 2 bedrooms · 2 beds · 2.5 baths,,50645735,within an hour,100%,100%,t,1,1,Entire rental unit,Entire home/apt,4,,2.5 baths,,2.0,[],222.0,3,365,365,78,31,2,2021-07-26,2023-12-17,4.91,4.92,4.95,4.82,4.87,4.96,4.87,f,1,1,0,0,2.64
51057748,Rental unit in Antwerpen · ★4.29 · 3 bedrooms · 6 beds · 1.5 baths,"Antwerp is Belgium’s second largest city, has the biggest port and is the capital of coal. It has long been a powerful magnet for everyone from fashion moguls and club queens to art lovers and diamond dealers. In the mid-16th century it was one of Europe’s most important cities and home to baroque superstar painters like Pieter Paul Rubens. Despite many historical travails thereafter and severe WWII bombing, Antwerp retains an intriguing medieval heart with plenty of café-filled cobbled lanes, a riverside fortress and a truly impressive Cathedral. Today, however, Antwerp’s top drawcards are its vibrant fashion and entertainment scene, booming diamond businesses along with its startling architectural and cultural contrasts",317037207,within an hour,99%,99%,f,68,73,Entire rental unit,Entire home/apt,15,,1.5 baths,,6.0,[],71.0,1,5,5,70,15,0,2021-08-01,2023-07-02,4.29,4.53,4.31,4.47,4.54,4.87,4.46,t,69,69,0,0,2.39
51075521,Rental unit in Antwerpen · 1 bedroom · 1 bed · 1 shared bath,,35849908,,,,f,1,1,Private room in rental unit,Private room,1,,1 shared bath,,1.0,[],120.0,9,1125,1125,1,0,0,2021-08-04,2021-08-04,4.0,4.0,4.0,5.0,5.0,4.0,4.0,f,1,0,1,0,0.03
51080079,Loft in Antwerpen · ★3.85 · 2 bedrooms · 3 beds · 2.5 baths,"Antwerp is Belgium’s second largest city, has the biggest port and is the capital of coal. It has long been a powerful magnet for everyone from fashion moguls and club queens to art lovers and diamond dealers. In the mid-16th century it was one of Europe’s most important cities and home to baroque superstar painters like Pieter Paul Rubens. Despite many historical travails thereafter and severe WWII bombing, Antwerp retains an intriguing medieval heart with plenty of café-filled cobbled lanes, a riverside fortress and a truly impressive Cathedral. Today, however, Antwerp’s top drawcards are its vibrant fashion and entertainment scene, booming diamond businesses along with its startling architectural and cultural contrasts.",165436938,within an hour,100%,99%,f,134,142,Entire loft,Entire home/apt,8,,2.5 baths,,3.0,[],71.0,1,5,5,62,29,2,2021-08-21,2023-12-03,3.85,4.0,3.44,4.29,4.35,4.69,4.02,t,134,134,0,0,2.17
51127203,Rental unit in Antwerpen · ★4.89 · 1 bedroom · 2 beds · 1.5 baths,,14367631,within an hour,100%,99%,f,10,16,Entire rental unit,Entire home/apt,4,,1.5 baths,,2.0,[],235.0,2,365,1125,130,49,1,2022-01-08,2023-12-10,4.89,4.92,4.92,4.93,4.9,4.94,4.83,f,10,10,0,0,5.42
51134319,Townhouse in Antwerpen · ★4.87 · 3 bedrooms · 4 beds · 1 bath,"De vrijdagmarkt is nog een van de best bewaarde geheimpjes van Antwerpen. Van Locals tot fashionista’s verzamelen  zich op ons plein. Je kan hier een plantje kopen, de beste Stella drinken, de fijnste wijnen proeven, en nog zoveel meer. Elke vrijdag is de vrijdagmarkt een openbare veiling waar iedereen welkom is. Je kan er allerlei spullen op de kop tikken. Plantijn/Moretus  museum is vlak over ons gelegen.",413814828,within a few hours,100%,91%,f,1,1,Entire townhouse,Entire home/apt,4,,1 bath,,4.0,[],266.0,2,1125,1125,38,7,1,2021-09-19,2023-12-10,4.87,4.84,4.84,4.89,4.82,5.0,4.76,f,1,1,0,0,1.37
51159023,Rental unit in Antwerpen · ★4.77 · 1 bedroom · 2 beds · 1.5 baths,"In the heart of Flanders, Antwerp is a city where history and modernity intertwine, creating a neighborhood rich in culture and contemporary allure. Wander through cobblestone streets lined with medieval architecture, highlighted by the Gothic Cathedral of Our Lady, showcasing Peter Paul Rubens' masterpieces, as well as going though the lively Grote Markt, that with its ornate guild houses, offers a glimpse into the city's vibrant past.<br /><br />Antwerp's status as a fashion capital is evident in its trendy Fashion District, where chic boutiques and avant-garde designers reflect the city's stylish spirit. The Royal Academy of Fine Arts further adds to this fashionable ambiance. The city's parks and the Scheldt riverbanks provide tranquil green spaces, offering a peaceful escape from urban life.<br /><br />Meanwhile, the culinary and entertainment scenes in Antwerp are equally vibrant. For food enthusiasts, you can enjoy Belgian chocolates and waffles at cozy cafes, or savor modern Fl",222831298,within an hour,100%,100%,f,23,26,Entire rental unit,Entire home/apt,4,,1.5 baths,,2.0,[],104.0,1,365,1125,175,77,4,2021-07-29,2023-12-21,4.77,4.85,4.77,4.9,4.77,4.9,4.75,f,20,20,0,0,5.95
51170981,Rental unit in Antwerpen · ★4.07 · 3 bedrooms · 5 beds · 1 bath,"Antwerp is Belgium’s second largest city, has the biggest port and is the capital of coal. It has long been a powerful magnet for everyone from fashion moguls and club queens to art lovers and diamond dealers. In the mid-16th century it was one of Europe’s most important cities and home to baroque superstar painters like Pieter Paul Rubens. Despite many historical travails thereafter and severe WWII bombing, Antwerp retains an intriguing medieval heart with plenty of café-filled cobbled lanes, a riverside fortress and a truly impressive Cathedral. Today, however, Antwerp’s top drawcards are its vibrant fashion and entertainment scene, booming diamond businesses along with its startling architectural and cultural contrasts.",317037207,within an hour,99%,99%,f,68,73,Entire rental unit,Entire home/apt,14,,1 bath,,5.0,[],71.0,1,5,5,82,33,0,2021-07-31,2023-11-04,4.07,4.18,3.72,4.58,4.7,4.65,4.23,t,69,69,0,0,2.8
51171172,Rental unit in Antwerpen · ★3.70 · 3 bedrooms · 5 beds · 1 bath,"Antwerp is Belgium’s second largest city, has the biggest port and is the capital of coal. It has long been a powerful magnet for everyone from fashion moguls and club queens to art lovers and diamond dealers. In the mid-16th century it was one of Europe’s most important cities and home to baroque superstar painters like Pieter Paul Rubens. Despite many historical travails thereafter and severe WWII bombing, Antwerp retains an intriguing medieval heart with plenty of café-filled cobbled lanes, a riverside fortress and a truly impressive Cathedral. Today, however, Antwerp’s top drawcards are its vibrant fashion and entertainment scene, booming diamond businesses along with its startling architectural and cultural contrasts.",317037207,within an hour,99%,99%,f,68,73,Entire rental unit,Entire home/apt,12,,1 bath,,5.0,[],71.0,1,5,5,10,2,0,2021-08-07,2023-01-29,3.7,3.4,3.6,4.3,4.0,4.7,3.5,t,69,69,0,0,0.34
51179286,Home in Antwerpen · ★4.94 · 3 bedrooms · 4 beds · 1.5 baths,Some good tips around the airbnb would the followings:<br /><br />Coffee bar Cornichon for breakfast and lunch (5 min away - closed on Sunday)<br />Beerlovers Bar for ... beer amateurs (5 min away - closed on Tuesday)<br />Coffee bar Viggo's (5 min away - closed on Monday),10149448,within an hour,100%,99%,t,1,1,Entire home,Entire home/apt,6,,1.5 baths,,4.0,[],106.0,3,1125,1125,138,62,4,2021-10-03,2023-12-18,4.94,4.93,4.93,4.99,4.96,4.54,4.9,f,1,1,0,0,5.07
51185891,Serviced apartment in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1 private bath,,396494764,within an hour,100%,100%,t,3,3,Private room in serviced apartment,Private room,2,,1 private bath,,1.0,[],145.0,2,60,1125,4,2,0,2022-02-06,2023-07-16,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,3,0,3,0,0.17
51204968,Townhouse in Antwerpen · ★4.60 · 1 bedroom · 1 bed · 1 private bath,,274814280,within an hour,100%,98%,f,1,1,Private room in townhouse,Private room,2,,1 private bath,,1.0,[],59.0,1,7,1125,120,48,2,2021-10-08,2023-12-17,4.6,4.83,4.55,4.93,4.88,4.77,4.7,f,1,0,1,0,4.44
51248876,Home in Antwerpen · 2 bedrooms · 2 beds · 1.5 baths,,18029132,within an hour,100%,0%,f,1,1,Entire home,Entire home/apt,3,,1.5 baths,,2.0,[],,1,730,730,1,0,0,2022-06-25,2022-06-25,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.05
51249072,Rental unit in Antwerpen · ★3.75 · 1 bedroom · 1 bed · Half-bath,"Het is een bruisende, multiculturele buurt in een wijk ten midden van een volkse buurt ten noorden van het historisch stadscentrum. vlakbij het centraal station én ander openbaar vervoer. Op de hoek van de straat is er een velostation (rental bikes per hour/day/week)<br />Vlakbij talrijke café's, resto, kruideniers en andere shops.",414930918,a few days or more,0%,0%,f,2,2,Entire rental unit,Entire home/apt,2,,Half-bath,,1.0,[],34.0,3,7,7,4,1,0,2021-08-08,2023-01-31,3.75,4.0,3.0,4.25,4.0,4.75,4.0,f,2,2,0,0,0.14
51263730,Rental unit in Antwerpen · ★4.75 · 2 bedrooms · 1 bed · 1.5 baths,,5613077,,,,f,1,2,Entire rental unit,Entire home/apt,4,,1.5 baths,,1.0,[],90.0,130,150,150,4,0,0,2021-08-07,2022-08-16,4.75,5.0,4.75,5.0,5.0,5.0,5.0,f,1,1,0,0,0.14
51264141,Condo in Antwerpen · ★4.92 · 1 bedroom · 1 bed · 1 bath,,55121527,within an hour,100%,97%,t,1,1,Entire condo,Entire home/apt,2,,1 bath,,1.0,[],70.0,3,365,365,53,23,2,2021-10-01,2023-12-13,4.92,4.91,4.79,4.75,4.96,4.79,4.89,f,1,1,0,0,1.94
51275633,casa particular in Antwerpen · ★4.90 · 1 bedroom · 1 bed · 1 private bath,Rustige buurt vlak naast 3 parken inclusief het bekende open air Middelheim museum.,63218839,within a day,100%,89%,t,1,1,Private room in casa particular,Private room,3,,1 private bath,,1.0,[],85.0,2,30,30,21,19,0,2022-12-14,2023-10-12,4.9,4.81,4.71,4.9,4.9,4.86,4.76,f,1,0,1,0,1.66
51278446,Hotel in Antwerpen · ★4.0 · 1 bedroom · 1 bed · 1 private bath,,415232968,,,100%,f,2,2,Room in hotel,Private room,2,,1 private bath,,1.0,[],129.0,1,365,7,3,0,0,2021-08-10,2021-12-31,4.0,5.0,5.0,4.67,5.0,4.67,4.33,t,2,0,2,0,0.1
51278661,Hotel in Antwerpen · ★4.57 · 1 bedroom · 2 beds · 1 private bath,,415232968,,,100%,f,2,2,Room in hotel,Private room,2,,1 private bath,,2.0,[],129.0,1,365,7,14,1,0,2021-08-13,2023-04-14,4.57,4.57,4.57,4.57,4.29,4.14,4.21,t,2,0,2,0,0.48
51301468,Rental unit in Antwerpen · ★4.08 · 3 bedrooms · 6 beds · 1.5 baths,"Antwerp is Belgium’s second largest city, has the biggest port and is the capital of coal. It has long been a powerful magnet for everyone from fashion moguls and club queens to art lovers and diamond dealers. In the mid-16th century it was one of Europe’s most important cities and home to baroque superstar painters like Pieter Paul Rubens. Despite many historical travails thereafter and severe WWII bombing, Antwerp retains an intriguing medieval heart with plenty of café-filled cobbled lanes, a riverside fortress and a truly impressive Cathedral. Today, however, Antwerp’s top drawcards are its vibrant fashion and entertainment scene, booming diamond businesses along with its startling architectural and cultural contrasts.",165436938,within an hour,100%,99%,f,134,142,Entire rental unit,Entire home/apt,15,,1.5 baths,,6.0,[],71.0,1,5,5,64,19,0,2021-08-09,2023-09-24,4.08,4.23,3.85,4.54,4.65,4.71,4.26,t,134,134,0,0,2.2
51301614,Rental unit in Antwerpen · ★3.90 · 3 bedrooms · 5 beds · 1.5 baths,"Antwerp is Belgium’s second largest city, has the biggest port and is the capital of coal. It has long been a powerful magnet for everyone from fashion moguls and club queens to art lovers and diamond dealers. In the mid-16th century it was one of Europe’s most important cities and home to baroque superstar painters like Pieter Paul Rubens. Despite many historical travails thereafter and severe WWII bombing, Antwerp retains an intriguing medieval heart with plenty of café-filled cobbled lanes, a riverside fortress and a truly impressive Cathedral. Today, however, Antwerp’s top drawcards are its vibrant fashion and entertainment scene, booming diamond businesses along with its startling architectural and cultural contrasts.",165436938,within an hour,100%,99%,f,134,142,Entire rental unit,Entire home/apt,14,,1.5 baths,,5.0,[],71.0,1,5,5,21,8,0,2021-08-21,2023-10-21,3.9,4.24,3.9,4.48,4.67,4.38,3.9,t,134,134,0,0,0.73
51304062,Rental unit in Antwerpen · ★4.11 · 3 bedrooms · 5 beds · 1.5 baths,"Antwerp is Belgium’s second largest city, has the biggest port and is the capital of coal. It has long been a powerful magnet for everyone from fashion moguls and club queens to art lovers and diamond dealers. In the mid-16th century it was one of Europe’s most important cities and home to baroque superstar painters like Pieter Paul Rubens. Despite many historical travails thereafter and severe WWII bombing, Antwerp retains an intriguing medieval heart with plenty of café-filled cobbled lanes, a riverside fortress and a truly impressive Cathedral. Today, however, Antwerp’s top drawcards are its vibrant fashion and entertainment scene, booming diamond businesses along with its startling architectural and cultural contrasts.",165436938,within an hour,100%,99%,f,134,142,Entire rental unit,Entire home/apt,12,,1.5 baths,,5.0,[],71.0,1,5,5,94,33,1,2021-08-27,2023-12-10,4.11,4.15,3.75,4.4,4.56,4.71,4.11,t,134,134,0,0,3.31
51324758,Rental unit in Antwerpen · ★4.43 · 1 bedroom · 1 bed · 1.5 shared baths,,2550216,within an hour,100%,80%,f,2,2,Private room in rental unit,Private room,2,,1.5 shared baths,,1.0,[],70.0,2,30,30,7,4,0,2022-07-31,2023-10-31,4.43,4.43,4.43,4.57,4.86,4.43,4.57,f,2,0,2,0,0.41
51339935,Rental unit in Antwerpen · ★4.94 · 2 bedrooms · 4 beds · 1.5 baths,,286871955,within an hour,100%,100%,t,4,4,Entire rental unit,Entire home/apt,4,,1.5 baths,,4.0,[],79.0,7,1125,1125,16,8,0,2021-09-02,2023-10-18,4.94,5.0,4.94,5.0,4.94,5.0,5.0,f,1,1,0,0,0.57
